Year,Anime_Name,Rank,Score
2023,1LDK＋JK 突然间展开同居？极度贴近！？初体验！！？,6637,5.9
2023,政宗君的复仇R,8384,5.3
2024,调酒师 神之杯,5885,6.3
2024,《变形金刚》40周年纪念特别影片,3740,6.4
2024,刀剑神域外传 Gun Gale Online 第二季,6997,5.9
2021,月与莱卡与吸血公主,6357,6.2
2023,公司的小小前辈,8010,5.6
2023,同居する粘液,8220,4.9
2023,奇异贤伴 黑色天使,6983,6.0
2024,擅长逃跑的殿下,2385,7.0
2024,成为名垂青史的反派大小姐吧,8633,4.7
2023,猫猫的呢喃,5487,6.2
2021,刀使巫女 刻印一闪的灯火 OVA,6812,5.8
2022,C团地,4543,6.4
2022,幕末替身传说,8462,5.0
2024,六样情,218,8.1
2021,雄狮少年,7834,5.7
2024,精灵小姐瘦不了。,8811,4.0
2023,Professional 行家本色 艾伦·耶格尔特辑,6140,5.5
2022,街角魔族 2丁目,426,7.8
2023,亡骸游戏 第2部分,7464,5.8
2021,极主夫道 Part 2,5272,6.4
2024,秒杀外挂太强了，异世界的家伙们根本就不是对手。,8240,5.5
2022,机动奥特曼 第二季,7917,5.6
2021,侦探已经死了。,8645,5.0
2021,铂金终局,8431,5.2
2024,夜晚的水母不会游泳,8400,5.4
2023,辉夜大小姐想让我告白-初吻不会结束-,268,7.9
2022,Estab Life Great Escape,2341,7.0
2021,2.43 清阴高校男子排球部,7286,5.7
2022,小鸟之翼 高尔夫少女,1649,7.2
2022,圣奴隶学园2,8178,5.0
2024,最弱的驯养师开启的捡垃圾的旅途。,6497,6.2
2022,妈妈活,7641,5.3
2021,熊出没·狂野大陆,5851,5.7
2023,枕刀歌之将军卸印,965,7.7
2024,69〜偽りの微笑〜,7605,5.3
2024,炫目篝火,4701,6.3
2024,龙珠大魔,1381,7.3
2024,漩涡,7914,5.7
2022,3秒后，野兽。～坐在联谊会角落的他是个肉食系,8670,4.5
2022,银河英雄传说 Die Neue These 策谋 第1章,800,7.6
2022,漫画『化物语』特别PV,3261,6.8
2023,Nightmare×Deathscythe,8615,3.9
2022,足球风云 通往未来的一球,8842,2.6
2021,指尖传出的真挚热情2-恋人是消防员-,8239,5.0
2021,天官赐福 特别篇,4919,6.0
2023,熊熊勇闯异世界 Punch!,7788,5.7
2023,绊之Allele,8851,3.1
2023,间谍教室 第二季,6672,6.1
2023,特搜组大吾 救国的橘色部队,8222,5.2
2024,鬼灭之刃 柱训练篇,3764,6.7
2024,时光巡逻队 第二季,5908,5.8
2023,生而为狗，我很幸福,8391,5.4
2021,逆转世界的电池少女,6396,6.2
2024,异修罗,7006,6.0
2023,贫乳守护骑士 艾露菲娜堕落,8052,5.1
2024,星际庄的恋爱日记,8635,4.9
2023,恶魔城：夜曲,5489,6.0
2022,神印王座 第二季,4570,6.2
2021,偶像选拔,6834,6.0
2023,鲁邦三世 VS 猫眼三姐妹,7007,5.5
2021,背德的境界,7848,5.3
2024,败犬女主太多了！,221,8.0
2022,东京猫猫 NEW～♡,8464,4.8
2024,梦想成为魔法少女,2393,7.0
2023,地狱乐,6148,6.3
2024,神渴望着游戏。,8813,4.1
2022,灌篮高手,569,7.7
2021,YOASOBI / 三原色 Official Music Video,5296,6.2
2023,物物语,7494,5.8
2022,BASTARD！！暗黑破坏神 第二部分,7919,5.3
2021,国王排名,8667,5.0
2024,蓝色监狱 VS. U-20 日本代表队,8258,5.2
2021,绯红结系,8436,5.0
2022,机动战士高达 水星的魔女 PROLOGUE,2350,7.0
2023,蜘蛛侠：纵横宇宙,303,7.9
2024,外科医生爱丽丝,8407,5.2
2021,转生成为了只有乙女游戏破灭Flag的邪恶大小姐… OAD,7287,5.8
2022,你被温柔地寝取了,8186,5.2
2022,剧场版 关于我转生变成史莱姆这档事 红莲之绊篇,7646,5.8
2024,身为魔王的我娶了奴隶精灵为妻，该如何表白我的爱？,7607,5.8
2022,东方少年,8671,4.6
2023,英雄王，为了穷尽武道而转生～而后，成为世界最强的见习骑士♀～,8646,5.0
2024,亏成首富从游戏开始,6501,5.8
2021,姐姐交合 我的初恋不可能是亲姐姐,5871,6.2
2022,少女手工,1669,7.2
2023,凡人修仙传 星海飞驰篇 序章,977,7.5
2024,猫妖小杏,4714,6.1
2024,拳愿阿修罗 第二季 第2部分,1411,7.3
2022,银河英雄传说 Die Neue These 激突 第1章,837,7.6
2022,团团奇米莫,3321,6.6
2024,异世界失格,7918,5.6
2021,白蛇2：青蛇劫起,8252,5.4
2023,租借女友 第三季,8067,5.6
2021,星球大战：幻境,4937,6.5
2022,元龙 第三季,8843,2.7
2023,因为太怕痛就全点防御力了。2,7791,5.8
2023,剧场版 转生成为了只有乙女游戏破灭Flag的邪恶大小姐...,6715,6.0
2023,我的英雄学院 雄英HEROES BATTLE,8230,4.2
2024,「深夜重拳」成员的solo企划,3784,6.6
2023,旬花蒐陶,8393,4.2
2023,破灭之国,8857,3.3
2024,加菲猫家族,5952,5.6
2021,爱、死亡 & 机器人 第二季,6402,6.2
2023,转生公主与天才千金的魔法革命,5520,6.4
2024,物理魔法使马修 神觉者候补选拔试验篇,7021,6.0
2022,遗迹守护者,4581,6.5
2024,剧场版蓝色监狱 -EPISODE 凪-,8647,4.4
2023,凹凸魔女的母女故事,7045,6.0
2021,超级骗子,6846,6.0
2021,因为不是命中注定的同伴而被赶出了勇者的队伍、从此以后过上了悠闲的隐居生活,7874,5.7
2024,失忆投捕,289,7.9
2022,因为是反派大小姐所以养了魔王,8473,5.2
2024,悲喜渔生,2432,7.0
2021,摩訶不思議,5329,5.9
2024,极速星舞,8819,3.9
2023,胡言乱语的世界情节剧,6150,6.0
2022,四叠半时光机布鲁斯,575,7.7
2022,JK极限交尾 ～爱意肉穴亲密相奸～,7921,5.3
2023,下克上,7539,5.3
2024,身为VTuber的我因为忘记关台而成了传说,8290,5.4
2021,陸上部女子は俺の生オナホ!!! The Animation,8438,4.7
2021,Praeter之伤,8669,4.2
2022,冲出地球,8203,4.2
2021,灼热卡巴迪,5894,6.1
2022,BanG Dream! 少女乐团派对！5周年纪念动画 -CiRCLE THANKS PARTY!-,2364,7.0
2023,我心里危险的东西,359,7.8
2024,蔚蓝档案 动画版,8408,5.3
2021,NTR女友,7301,5.8
2024,辰星降临之国的妮娜,7625,5.1
2022,惑星公主蜥蜴骑士,8673,4.7
2024,机动战士高达SEED FREEDOM,6533,6.1
2022,平凡职业造就世界最强 第二季,7647,5.8
2023,纯情十日谈,8653,3.3
2023,【我推的孩子】,980,7.4
2024,汉化日记 第四季,4727,6.3
2024,青之箱,1417,7.3
2022,枕刀歌之尘世行,1713,7.3
2022,I'm Your Treasure Box ＊あなたは マリンせんちょうを たからばこからみつけた。,3323,6.7
2022,RE:cycle of the PENGUINDRUM [后篇] 我爱你,876,7.5
2023,你所不知道的童话故事,8410,4.8
2021,再见了，我的克拉默,8264,5.2
2023,物理魔法使马修,8071,5.6
2021,千鹤酱开发日记,4944,6.5
2022,点满农民相关技能后，不知为何就变强了。,8852,3.5
2024,精灵幻想记2,7922,5.5
2023,不貞 with ... THE ANIMATION ～人妻ナンパNTR温泉 旅行先でナカよく種付けされました～,6720,5.7
2023,巨兽防卫企业,7802,5.5
2023,仙王的日常生活 第四季,8251,4.8
2024,百妖谱·司府篇,3793,6.5
2024,魔法光源股份有限公司,5975,6.2
2023,大小姐和看门犬,8861,2.9
2021,星期一的丰满 第二季,6434,6.2
2023,配种大叔和NTR人妻做爱 The Animation,5592,6.3
2024,みだれうち,7056,5.8
2022,SLEEPLESS ～A Midsummer Night’s Dream～ The Animation,7925,5.4
2022,世界末日柴犬为伴,4584,6.4
2024,全职高手 第三季,8649,4.4
2023,我的推是坏人大小姐。,7054,6.0
2021,装甲娘战机,7878,5.4
2021,百万吨级武藏,6880,5.8
2022,最近雇佣的女仆有点奇怪,8503,5.1
2021,23时的佐贺饭动画,5339,5.8
2024,魔法少女与邪恶曾经敌对。,2450,7.0
2024,女子竞轮！,8823,3.6
2023,永生 第二季,6175,5.7
2023,班上只有我一个男生！？,7544,5.5
2024,蓦然回首,318,7.9
2022,银河英雄传说 Die Neue These 激突 第3章,591,7.7
2021,B：起点 第二季,8461,4.9
2021,创之界限 -#000000-,7303,5.8
2023,勇者姬米莉亚,8654,3.7
2024,因为不是命中注定的同伴而被赶出了勇者的队伍、从此以后过上了悠闲的隐居生活 第二季,8292,5.4
2021,迷宫标记者,8675,4.8
2021,少女突击,5922,6.2
2022,爱我「枫与铃」THE ANIMATION,2384,7.0
2022,公主连结 Re:Dive 第二季,8212,5.5
2024,NO 猥婦 NO LIFE！,7650,5.2
2024,鹿乃子乃子乃子虎视眈眈,8409,5.3
2023,古立特宇宙,420,7.8
2022,盾之勇者成名录 第二季,8685,4.9
2022,勇者，辞职不干了,7672,5.8
2024,平凡职业造就世界最强 第三季,6538,6.0
2023,七魔剑支配天下,8418,5.3
2021,怪物事变,4945,6.5
2023,众星齐聚,6736,5.8
2023,万神殿 第二季,1041,7.5
2024,约会大作战 第五季,4827,6.5
2022,键等 第二季,1829,7.2
2022,坏蛋联盟,3361,6.8
2024,剧场总集篇孤独摇滚！ Re:Re:,1422,7.4
2022,夏日重现,933,7.5
2021,180秒能让你的耳朵幸福吗？,8277,5.4
2024,奇异贤伴 黑色天使 第2部分,7934,5.6
2022,Love Live! Superstar!! 第二季,8860,3.4
2023,梦充夜,8078,5.0
2023,魔斗姬莉斯缇亚,8262,4.0
2023,天官赐福 第二季,7815,5.0
2024,妻子变成小学生。,3888,6.7
2023,风灵玉秀 第二章,5613,6.3
2022,式守同学不只可爱而已,7945,5.7
2024,德里科的托儿所,7057,5.7
2024,听说你们要结婚！？,5986,6.3
2021,MARS RED,6469,6.1
2023,我们的雨色协议,8866,3.2
2022,两不疑 第二季,4620,6.4
2023,我实在不该私下瞒着妻子参加同人展,7102,5.8
2024,为何我的世界被遗忘了？,8680,4.8
2021,魔术士奥芬的无赖之旅 基姆拉克篇,7892,5.1
2021,想像編,5343,6.1
2021,关于我转生变成史莱姆这档事 第二季 第2部分,6933,6.1
2022,幽零幻镜,8512,5.1
2024,诛仙 第二季,2554,7.0
2023,魔王学院的不适任者～史上最强的魔王始祖，转生就读子孙们的学校～ 第二季,7556,5.8
2023,希望的力量～大人光之美少女'23～,8668,4.3
2021,派遣战斗员！,5926,6.3
2022,派对浪客诸葛孔明,2438,7.0
2024,月光下的异世界之旅 第二幕,7652,5.8
2023,爱丽丝和特蕾丝的幻影工厂,6177,6.2
2024,从路人角色开始的探索英雄谭,8827,3.9
2022,银河英雄传说 Die Neue These 策谋 第3章,592,7.7
2024,迷宫饭,371,7.8
2021,暗芝居 第八季,8468,4.7
2021,女友成双,7329,5.9
2021,狂热深渊-迷失的孩子,8686,4.4
2024,家庭教師X催眠2 The Animation,8294,3.9
2022,少女爱上姐姐 三颗闪耀之星 The Animation,8223,4.9
2024,魔导具师妲莉亚永不妥协,8411,5.1
2023,火柴人 VS 数学,422,7.9
2022,少女前线,8693,4.7
2024,小酒馆Basue,6542,6.1
2022,现实主义勇者的王国再建记 第二部,7715,5.8
2021,夏日友晴天,4966,6.3
2023,为了养老金去异界存八万金,8439,5.3
2023,药屋少女的呢喃,1048,7.4
2022,火影忍者 动画开播20周年纪念PV「ROAD OF NARUTO」,3371,6.7
2023,斗破苍穹 年番2,6738,5.8
2024,义妹生活,1480,7.3
2024,2.5次元的诱惑,4960,6.5
2022,风的去向,1862,7.2
2021,地味变!!～改变土妹子的纯洁异性交往～,8279,5.3
2024,再见龙生，你好人生,7955,5.4
2022,Love Live! 虹咲学园校园偶像同好会 第二季,962,7.5
2022,三体,8878,1.7
2023,so_low,8267,4.5
2023,子作り妊活部！,8083,4.5
2023,我的青春恋爱物语果然有问题 完 OVA,7816,5.7
2024,极速车魂 第二季,3904,6.5
2023,母乳酱想要喷出来。,5670,6.3
2024,魔都精兵的奴隶,7101,6.0
2024,恶魔的破坏 DEAD DEAD DEMON'S DEDEDEDE DESTRUCTION 后篇,5988,6.0
2023,狩火之王,7105,6.0
2022,新网球王子 U-17 世界杯,8236,5.0
2024,梦狱之国的爱丽丝,8305,4.3
2023,天国大魔境,423,7.8
2021,天才王子的赤字国家振兴术 小剧场,6480,5.8
2022,淫行老师的催眠性生活指导录,7946,5.3
2022,关于养猫我一直是新手,4671,6.5
2023,真・进化果实～不知不觉踏上胜利的人生～,8868,2.8
2024,婚戒物语,8684,4.7
2021,秘宝之国,7893,4.7
2021,瓦尼塔斯的手记,5348,6.4
2021,搾精病栋 THE ANIMATION,6935,6.0
2022,后宫露营！,8515,5.1
2024,《崩坏： 星穹铁道》动画短片：「永劫轮舞」,2571,7.0
2021,JK风俗学园祭,5929,6.2
2023,机战少女 Alice Expansion,7563,5.7
2022,剧场版 BanG Dream! Poppin'Dream！,2517,7.0
2023,甜点转生,8676,4.7
2024,弱角友崎同学 第二季,7700,5.8
2021,宿命回响：命运节拍,8474,5.3
2022,犬王,597,7.7
2023,疯狂元素城,6241,6.0
2024,多数欠,8829,3.6
2021,三角窗外是黑夜,7338,5.7
2021,Muv-Luv Alternative,8692,4.8
2024,我要【招架】一切〜反误解的世界最强想成为冒险者〜,8426,5.3
2024,胆大党,384,7.8
2022,雷光神姬众神的魔法大战,8700,3.5
2021,魔法科高校的优等生,8289,5.4
2023,青春抢夺,8273,4.4
2023,莱莎的炼金工房 ～常暗女王与秘密藏身处～,8102,5.6
2023,我的百合乃工作是也！,5673,6.4
2021,EUREKA/交响诗篇 Hi-Evolution,4986,6.3
2024,事与愿违的不死冒险者,6575,6.1
2022,里亚德录大地,7726,5.8
2023,国王排名 勇气的宝箱,8441,5.1
2022,独行月球,3410,6.5
2023,新上司是天然呆,6751,5.8
2024,狼与香辛料 行商邂逅贤狼,1539,7.3
2022,吉伊卡哇,1897,7.2
2023,蓝色巨星,1070,7.4
2024,关于我转生变成史莱姆这档事 第三季,7957,5.7
2024,地下城里的人们,4970,6.5
2022,穿靴子的猫：最后的愿望,979,7.5
2023,希灵纪元,7843,4.5
2024,挣扎吧，亚当,8329,5.3
2022,DEEMO 樱花之音 -你奏响的音乐，如今依旧回荡- I still hear the sound of your piano,7953,5.2
2024,战国妖狐 救世姐弟篇,4098,6.7
2021,魔法科高校的劣等生 追忆篇,6487,6.1
2023,凡人修仙传 新年番,425,7.8
2024,放学后少年花子君 续篇,6003,6.1
2023,落第魔女 风花与暗之魔女,7158,5.6
2024,夜樱家的大作战,7108,6.0
2022,剧场版 异世界四重奏 ～Another World～,4703,6.5
2022,羞耻+,8259,4.6
2021,爸爸活！,7908,5.3
2024,你与我最后的战场，亦或是世界起始的圣战 第二季,8687,4.6
2021,斗破苍穹 第四季,5352,6.3
2021,我，小怼,6937,5.9
2022,炼精术士克莱特的H榨精物语,8526,4.5
2021,全职法师 第五季,5932,5.8
2024,魔王2099,2574,7.0
2022,女忍者椿的心事,2550,7.0
2023,我家大师兄有点靠谱,7568,5.3
2023,神选,6252,6.2
2024,フルール THE ANIMATION,7701,5.3
2023,谎言游戏,8678,4.9
2022,黄金神威 第四季,601,7.7
2021,海贼王女,8478,5.2
2021,怪病医拉姆尼,7344,5.8
2024,金属口红,8830,4.0
2023,暗芝居 第十一季,8281,4.5
2022,金装的维尔梅～濒临堕落的魔法师和最强的灾厄一起冲入魔法世界～,8703,4.8
2024,少女与战车 最终章 第4话,396,7.8
2021,我的英雄学院 第五季,8696,4.7
2024,Code Geass 夺还的罗赛,8451,5.1
2021,名侦探柯南 绯色的子弹,8320,5.4
2023,铁路浪漫谭 第二季,8105,5.0
2021,紫阳花散落之时,5009,6.5
2023,YAKITORI：行星轨道敢死队,5687,5.8
2024,轮回七次的反派大小姐，在前敌国享受随心所欲的新婚生活,6596,6.1
2022,雀魂 PONG☆,7728,5.7
2022,天使降临到了我身边！Precious Friends,3417,6.8
2023,哥布林杀手 第二季,6780,6.1
2023,因想当冒险者而前往大都市的女儿已经升到了S级,8457,5.2
2022,剑风传奇 黄金时代篇 MEMORIAL EDITION,1933,7.2
2024,仙逆 年番,1555,7.3
2024,Dearest Blue,8334,4.4
2023,宝可梦 礼宾部,1105,7.5
2022,瑞克和莫蒂 第六季,1033,7.5
2024,纪念花园,4974,6.4
2023,邻人似银河,7859,5.6
2022,BASTARD！！暗黑破坏神,7968,5.5
2023,画江湖之不良人 第六季,428,7.9
2024,拉面赤猫,6014,6.2
2021,约会大作战 赤黑新章：红或白,6573,6.1
2024,声优广播的台前幕后,7990,5.6
2024,熊出没·逆转时空,4141,6.5
2023,犬与少年,7193,4.9
2022,航海王：红发歌姬,4705,6.5
2024,伞少女,7141,5.8
2022,露出系女大学生克莉丝提亚,8263,4.6
2021,WIXOSS DIVA(A)LIVE,7920,5.2
2022,秘密的基地,8540,4.2
2024,单间、光照尚好、附带天使。,7709,5.7
2024,为了在异世界也能抚摸毛茸茸而努力,8689,4.6
2021,教教我吧 北斋！,5356,5.9
2021,这如果叫作爱情 感觉会很恶心,6938,6.0
2024,哎咕岛消失的舔甜歌姬,2604,7.0
2021,如果烧陶的话也做个马克杯吧 二番窑,5968,6.2
2023,红白黑黄 第九季,7578,5.4
2023,深海,6255,6.2
2023,哥布林巢穴,8681,4.3
2021,弱角友崎同学,7355,5.9
2022,外星也难民 第三季,2625,6.9
2022,剧场版 高达G之复国运动 Ⅴ 越过死线,605,7.7
2021,指導姦 Day after THE ANIMATION,8482,4.2
2024,三国杀：太平天书,8831,2.1
2021,突击莉莉Fruits,5081,6.4
2023,Sweet and Hot,8293,4.2
2022,像是对宅男温柔的辣妹、或是巨乳的青梅竹马。,8708,3.8
2021,大人的防具店 第二季,8323,5.2
2023,魇骑夜谈,8107,4.7
2023,影之诗F 七影篇,5691,6.2
2024,死神 千年血战篇-相克谭-,439,7.8
2021,只有我进入的隐藏地下城,8705,4.8
2024,大欺诈师 razbliuto,8496,5.0
2022,鬼作 令和版,7735,5.3
2024,顶尖恶路,6603,6.1
2022,血与心,3448,6.6
2024,唯愿来世不相识,8335,5.0
2023,迪阿姆帝国物语～从断头台开始的，公主转生逆转传～,6784,6.1
2023,生化危机 死亡岛,8477,4.8
2022,RE:cycle of the PENGUINDRUM [前篇] 你的列车是生存战略,1948,7.2
2024,良辰有梦,1596,7.3
2023,机器人之梦,1226,7.4
2022,王者天下 第四季,1069,7.5
2024,香格里拉·弗陇提亚～屎作猎人向神作发起挑战～ 第二季,5006,6.4
2023,Fate/Grand Order Memorial Movie 2023,456,7.8
2022,色情医师,7969,5.3
2023,姉辱尽くし,7861,5.0
2021,新神榜：哪吒重生,6605,6.0
2024,战国妖狐 千魔混沌篇,6021,6.1
2022,我交到炮友的理由,8265,5.2
2022,彼得·格里尔的贤者时间 Super Extra,8544,5.1
2023,女神的露天咖啡厅,7248,5.9
2024,缘结甘神家,8011,5.6
2024,泡泡浴de在家里de◯◯◯,4168,6.5
2024,欢迎来到实力至上主义的教室 第三季,7167,6.0
2021,进击的巨人 Q版剧场 四格!调查兵团final,5380,6.2
2021,Fate/Grand Order -终局特异点 冠位时间神殿所罗门-,7956,5.6
2024,直到夏天结束 夏天的终结,7721,4.6
2023,靠着魔法药水在异世界活下去！,8688,4.7
2021,好比是最终迷宫前的少年到新手村生活一般的故事,8505,5.2
2024,死神少爷与黑女仆 第三季,2605,7.0
2023,香境剧场,7592,4.9
2024,雀魂 KANG!!,8712,4.5
2023,第一序列,6274,5.9
2021,紫川,5987,5.7
2021,RE-MAIN：少年与水球,6942,5.9
2022,八十龟酱观察日记 第四册,4708,6.1
2021,里世界郊游,7361,5.9
2022,万圣街 第三季,2630,6.9
2023,其实，我是最强的？,8301,5.4
2022,王子的本命是反派大小姐,8717,4.2
2023,川越男子合唱团,8111,4.6
2022,异世界舅舅,620,7.6
2024,月刊妄想科学,8833,3.4
2021,真夜中の誘戯 -ノーラver.-,5086,6.2
2021,厨神小当家 续篇,8324,5.0
2022,新神榜：杨戬,7737,5.6
2023,智酱是女生！,5723,6.4
2024,亦叶亦花,8506,5.2
2021,武士弥助,8752,3.8
2022,舞动不止,3460,6.8
2024,明明是个碍事配角、却被王子给宠爱了,8343,4.3
2024,小市民系列,6636,6.2
2024,夏目友人帐 柒,482,7.8
2023,英雄传说 闪之轨迹：北方战役,8479,5.1
2023,沧元图,1258,7.4
2022,群青的号角,7970,5.3
2023,庙不可言,7863,5.7
2023,文豪野犬 第五季,6795,6.1
2022,大理寺日志 贰,1990,7.1
2024,噗妮露是可爱史莱姆,1728,7.2
2024,金肉人 完美超人始祖篇,5013,6.1
2023,跃动青春,478,7.7
2022,赎罪日,8271,4.7
2024,鬼灭之刃 刀匠村篇 特別编集版,4284,6.3
2024,蜡笔小新 我们的恐龙日记,7722,4.9
2022,JOJO的奇妙冒险 石之海,1174,7.4
2021,结城友奈是勇者 啾噜！,6663,6.0
2023,明日方舟：冬隐归路,7264,5.9
2022,我们的冬奥,8563,3.6
2024,战队大失格,8019,5.6
2024,亚托莉 -我挚爱的时光-,6028,6.3
2021,剧偶像,5404,6.4
2024,进化先锋 改变世界,7212,5.2
2023,打工吧！！魔王大人 第二季,8697,4.7
2024,摇曳露营△ 第三季,2683,7.0
2023,蜡笔小新：新次元！超能力大决战,7593,5.6
2022,仙王的日常生活 第三季,8724,4.4
2021,龙族买房,8000,5.6
2021,如果究极进化的完全沉浸RPG比现实更垃圾的话,8513,5.2
2024,独自一人的异世界攻略,8720,4.5
2023,总之就是非常可爱 第二季,6280,6.2
2021,我，小怼,6000,6.0
2021,无敌侠：舞动的英雄,6963,5.7
2022,花园 ～高岭家的两轮花～ THE ANIMATION,4742,6.5
2021,本田小狼与我,5116,6.5
2022,百妖谱·京师篇,2776,6.9
2023,16bit的感动 ANOTHER LAYER,8114,5.6
2021,如果烧陶的话也做个马克杯吧,7427,5.8
2023,被解雇的暗黑士兵（30岁）慢生活的第二人生,8306,5.4
2024,偶像大师 闪耀色彩,8858,3.3
2022,银河英雄传说 Die Neue These 策谋 第2章,635,7.7
2022,在异世界迷宫开后宫,7751,5.8
