Year,Anime_Name,Rank,Score
2021,平稳世代的韦驮天们,831,7.5
2016,学园帅哥,8218,5.4
2017,ACCA13区监察课,1527,7.3
2016,对魔忍阿莎姬3,7047,5.8
2018,灵能百分百 REIGEN ～不为人知的奇迹的灵能力者～,1611,7.2
2016,最终幻想15 兄弟情,6485,6.0
2019,我家的莉莉安娜,6389,6.1
2016,网球并不可笑嘛 8期,2758,6.9
2020,A3！满开剧团 秋&冬,5164,6.1
2018,SWORD GAI 装刀凯  PartⅡ,8487,4.3
2017,黑暗正义联盟,5000,6.0
2018,昴宿七星,8755,4.5
2023,电影 窗边的小豆豆,1734,7.2
2016,奇异太郎少年的妖怪绘日记,4109,6.6
2020,天启日,4717,6.2
2016,刀剑乱舞-花丸-,5021,6.5
2018,相约七月祭,6774,5.6
2017,春宵苦短，少女前进吧！,165,8.1
2018,Tiny Evil,6073,6.2
2020,一念永恒,3440,6.7
2019,マスターピース THE ANIMATION,1666,7.2
2019,来自深渊 漂泊之黄昏,346,7.9
2018,京都寺町三条商店街的福尔摩斯,7712,5.5
2016,PRETTY×CATION 2 THE ANIMATION,4519,6.5
2020,无能的奈奈,2558,7.0
2019,喜欢本大爷的竟然就你一个？,7004,6.0
2016,Fate/Grand Order -First Order-,7502,5.9
2020,巴加的工作室 ～巴加眼中的海洋～,996,7.5
2017,偶像事变,8227,5.2
2020,昨日之歌,1723,7.2
2020,魁拔之殊途,4210,6.4
2022,鬼裤衩,6814,6.0
2023,青春笨蛋少年不做娇怜外出妹的梦,4802,6.5
2018,命运石之门 0,181,8.1
2022,白雪 (White Snow) - Eve MV,5046,6.1
2022,新罗马浴场,5667,6.2
2020,辉夜大小姐想让我告白？～天才们的恋爱头脑战～,340,7.9
2018,魔剑公主性感色气,8175,5.0
2018,刻刻,4237,6.6
2022,即使如此依旧步步进逼,6061,6.3
2019,ヒナギクヴァージンロストクラブへようこそ,7497,5.5
2017,鲁邦三世 血烟的石川五右卫门,1023,7.5
2020,全职法师 第四季,6865,5.6
2020,全员恶玉,8682,4.9
2016,这个男人、工作是魔法,5401,6.1
2021,吞噬星空 地球篇,3805,6.6
2020,铁路浪漫谭,8322,5.2
2018,ROAD TO YOU ～星降之丘的约定～,6401,5.6
2016,フェラハメりっぷす,5794,6.2
2019,八十龟酱观察日记,5909,6.2
2016,剧场版 银河机攻队 庄严王子 觉醒的基因,2163,7.1
2018,工作细胞,2855,6.9
2021,夏日幽灵,3292,6.8
2018,遥的接球,5671,6.3
2018,Code Geass 反叛的鲁路修 III 皇道,3408,6.8
2017,人渣的本愿,4562,6.6
2021,古见同学有交流障碍症,2540,7.0
2019,雄兵连2诸天降临,4282,6.4
2017,狐妖小红娘（TV动画）,3455,6.8
2019,天体的秩序 另一个愿望,2337,7.1
2020,王之逆袭：意志的继承者,7719,5.4
2019,一人之下 第二季 番外篇 天师下山,3089,6.9
2021,BanG Dream! Episode of Roselia Ⅱ : Song I am.,4377,6.6
2020,ARTE,5953,6.3
2017,学園侵触 ×× of the Dead,4169,6.6
2019,就算是爸爸、也想做,8490,4.7
2016,300圆的交际,8620,4.5
2018,むっつりドスケベ露義母姉妹の本質見抜いてセックス三昧,7343,5.8
2020,球咏,7312,5.8
2019,入间同学入魔了,5008,6.5
2020,NEKOPARA,6424,6.2
2019,贤者之孙,8738,4.7
2019,BEM,8051,5.5
2023,非人哉 秋分篇,2934,6.8
2016,那年那兔那些事儿 第三季,7051,5.9
2019,剧场版 王室教师海涅,6426,5.8
2016,天行九歌,3133,6.8
2021,灵笼:INCARNATION 特别篇,1687,7.2
2016,潮与虎 第二季,3526,6.7
2018,鬼太郎 第六季,2193,7.1
2018,朝花夕誓——于离别之朝束起约定之花,895,7.5
2022,恋爱FLOPS,3855,6.7
2019,外之国的少女 短篇艺术动画,3815,6.6
2017,迷途之家的大姐姐,5732,6.3
2017,结城友奈是勇者 -鹫尾须美之章- 第1章 朋友,2325,7.0
2023,再得一胜！,3540,6.7
2017,貴方ハ私ノモノ -ドS彼女とドM彼氏-,7909,5.4
2019,鲁邦三世 再见搭档,5447,6.2
2017,被黑暗洗礼的天使,8501,4.8
2022,恋爱游戏世界对路人角色很不友好,7282,5.9
2016,Rewrite,7907,5.7
2017,第一次的Gal OAD,7628,5.5
2017,相对世界,6304,6.0
2018,西行纪,5182,6.2
2023,五等分的新娘∽,4064,6.7
2018,时光路口,4559,6.2
2017,Hand Shakers,8778,4.4
2017,火球 幽默之章,2883,6.8
2019,MIX：明青故事,1104,7.4
2017,妹ビッチに搾られたい,6642,6.1
2017,巨乳大家族催眠,6998,5.9
2021,摇曳露营△ 第二季,92,8.3
2016,せいかつ指導!! Anime Edition,8232,5.0
2021,86 -不存在的战区-,854,7.5
2016,时间旅行少女～真理、和花与8名科学家～,6488,6.1
2018,偶像活动Friends,1619,7.3
2017,第十二届东方M-1漫才大赛,1529,7.4
2016,田中君总是如此慵懒,2775,6.9
2020,剧场版 BEM ～BECOME HUMAN～,5230,6.2
2017,拉链超人组 3,5003,6.0
2018,RErideD-穿越时空的德里达-,8498,4.9
2018,百炼霸王与圣约女武神,8758,4.5
2018,妖神记之影妖篇,6111,5.5
2019,万国志,1757,7.2
2016,文豪野犬,4555,6.6
2016,一人之下,4110,6.7
2023,放学后失眠的你,1745,7.2
2020,百妖谱,4728,6.5
2018,政宗君的复仇 OAD,6791,6.1
2016,临时女友♪,5040,6.2
2017,少女终末旅行,168,8.1
2019,高分少女 EXTRA STAGE,348,7.8
2020,索玛丽与森林之神,3513,6.8
2018,名侦探柯南 零的执行人,7727,5.8
2020,小书痴的下克上～为了成为图书管理员而不择手段～ 第2部,2585,7.0
2016,黑之宣告,7517,5.8
2019,等待神的纱奈,7060,5.9
2020,听着这电波,1000,7.5
2017,风夏,8242,5.5
2020,我的青春恋爱物语果然有问题 完,4242,6.6
2022,龙蛇演义,6854,5.4
2020,外星也难民 第一季,1749,7.2
2023,RE名作剧场 不思议村子里的里昂,4805,6.1
2022,YOKU,5051,6.3
2022,『赛马娘 Pretty Derby』1周年纪念动画短片,5693,6.3
2018,剧场版 悠哉日常大王 Vacation,234,8.0
2020,GOTCHA！,368,7.9
2018,东京喰种:re,8176,5.5
2019,剧场版 七人魔法使 天空图书馆与真红的魔王,7500,5.8
2016,巨乳人妻女教师催眠,5802,6.3
2018,英雄面具,7358,5.3
2019,重来吧、魔王大人！,8499,5.2
2017,偶像时间美妙天堂,4214,6.4
2016,Code Geass 亡国的阿基德 最终章「致我所爱」,8625,5.0
2017,青之驱魔师 OAD,5740,6.2
2017,假面Noise,7912,5.6
2017,银之守墓人,8504,4.9
2017,锁链战记～赫克瑟塔斯之光～ 第3章,6643,5.8
2017,Piacevole～我的意大利料理～,7027,5.5
2018,全金属狂潮 Into the Blue,4238,6.5
2017,NEW GAME!!,1037,7.4
2020,突击莉莉 BOUQUET,6881,6.1
2022,暂停！让我查攻略,6071,6.2
2016,那年那兔那些事儿 抗美援朝番外篇,5416,6.3
2020,被神捡到的男人,8698,4.8
2021,魔道祖师 完结篇,3851,6.6
2020,我开动物园那些年,8342,4.4
2018,刀剑神域 爱丽丝篇,6419,6.2
2019,家有女友,5948,6.3
2016,无头骑士异闻录×2 转 恋爱故事铿铿铿,2197,7.1
2021,纯,3348,6.7
2018,恶魔城 第二季,2876,6.9
2018,鲁邦还在燃烧吗？,3422,6.6
2018,OVERLORD 第三季,5676,6.4
2019,快把我哥带走3,4295,6.5
2017,狐妖小红娘 千颜篇,3509,6.8
2019,『DOUBLE DECKER! 道格&基里尔』EXTRA,2342,7.0
2017,赛马场,4576,6.2
2020,熊熊勇闯异世界,7747,5.8
2019,哆啦A梦：大雄的月球探险记,3106,6.8
2021,Princess Principal Crown Handler 第1章,2567,7.0
2021,一拳超人 短篇动画剧场 『Go! Saitama』,4381,6.5
2020,少女前线 人型小剧场 第二季,5967,6.1
2020,天晴烂漫！,7314,5.9
2023,猫之茗 第二季,2967,6.7
2019,虚空魔境 第二季,5029,6.1
2019,只想受你欢迎。,8740,3.3
2020,秦侠,6428,5.4
2019,三射面谈～连环耻辱・调教学院～,8066,5.3
2016,从现在开始我……,7078,5.8
2019,少女教育RE,6433,6.1
2021,水果篮子 最终季,1778,7.2
2016,赤发白雪姬 OAD,3136,6.8
2016,终末的伊泽塔,3555,6.8
2018,紫罗兰永恒花园,912,7.5
2018,SSSS.古立特,2203,7.1
2019,偶像活动Friends ～闪耀的宝石～,3835,6.5
2022,青春变形记,3902,6.7
2017,星蝶公主 第三季,2348,7.0
2019,满月之战,5462,6.4
2023,柚木家的四兄弟。,3571,6.7
2022,哆啦A梦：大雄的宇宙小战争 2021,7292,5.8
2017,如果有○○就好了。,6338,6.1
2018,凸变英雄 LEAF,5207,6.4
2016,数码宝贝大冒险 tri. 第三章「告白」,7952,5.6
2017,混沌子 SILENT SKY,7630,5.7
2023,剧场版 间谍过家家 代号：白,4079,6.7
2018,哆啦A梦：大雄的金银岛,4590,6.5
2017,斗破苍穹,8782,4.2
2017,剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 雪下的誓言,2889,6.9
2016,不能说的事情 -2nd scene-,8234,5.0
2019,动物狂想曲,1133,7.4
2021,悠哉日常大王 Nonstop,132,8.2
2019,女武神的餐桌,7086,6.0
2016,大叔与棉花糖,6510,6.1
2017,路人女主的养成方法 ♭,1537,7.3
2021,猫头鹰魔法社 第二季,857,7.9
2017,雄兵连之雄芯篇,5004,6.2
2018,战栗杀机,1623,7.2
2020,期待在地下城邂逅有错吗II OVA,5237,6.4
2016,天真与闪电,2790,6.9
2018,Angolmois 元寇合战记,6113,6.2
2018,LORD of VERMILION 红莲之王,8763,3.6
2016,守望先锋：渗透,4575,6.5
2018,皇帝圣印战记,8530,5.1
2019,请问您今天要来点兔子吗？？～Sing for You～,1767,7.2
2016,山口山战记-太阳井,4126,6.3
2018,女神异闻录5,6838,6.1
2020,赛马娘四格,4750,6.5
2023,Overtake!,1796,7.2
2016,魔法少女什么的已经够了啦。第二季,5041,6.5
2017,游戏人生 零,186,8.1
2019,辉夜大小姐想让我告白～天才们的恋爱头脑战～,379,7.8
2018,ツンえむ！ ～ぎゅっと縛って指導して～ THE ANIMATION,7741,5.4
2020,剑网3·侠肝义胆沈剑心之长漂,3518,6.7
2020,阿松 第三季,2628,7.0
2016,RS计划 -Rebirth Storage-,7526,5.3
2016,猫猫日本史,5814,5.8
2019,雨色可可 side G,8074,5.2
2016,加速世界 Infinite Burst,7085,6.0
2019,凹凸世界 第三季·下,6440,5.9
2017,自宅警備員,8255,5.4
2022,谎颜,6871,5.3
2020,少女☆歌剧 Revue Starlight RONDO·RONDO·RONDO,1003,7.5
2020,D4DJ First Mix,4244,6.6
2020,神推偶像登上武道馆我就死而无憾,1750,7.2
2022,斗破苍穹 缘起,5697,6.2
2023,和山田谈场Lv999的恋爱,4906,6.5
2022,鲤氏侦探事务所,5104,6.4
2018,JOJO的奇妙冒险 黄金之风,248,8.0
2020,少女与战车 最终章 第2话,499,7.7
2018,东京喰种:re 第二季,8195,5.5
2019,歌塑世界,7520,5.1
2018,叛逆性百万亚瑟王,7366,5.7
2019,警视厅 特务部 特殊凶恶犯对策室 第七课,8500,4.9
2017,小马宝莉大电影,4235,6.5
2017,武装少女,7032,6.0
2017,数码宝贝大冒险 tri. 第四章「丧失」,8516,5.1
2017,恋爱暴君,7927,5.7
2017,悠久持有者！OAD,6647,5.9
2017,俘虏的枷锁 玷污处女们的淫乱之楔,5790,6.3
2018,七大罪 戒律的复活,4276,6.6
2016,时空囚徒,8638,4.3
2022,名侦探柯南 犯人犯泽先生,6078,6.3
2017,奇诺之旅,1083,7.4
2016,红壳的潘多拉,5425,6.4
2020,魔法科高校的劣等生 来访者篇,6887,6.1
2020,刀剑神域 爱丽丝篇 异界战争 -终章-,8716,4.8
2020,彼得·格里尔和贤者的时间,8350,5.4
2021,转生史莱姆日记,3856,6.7
2016,雾山五行,2201,7.1
2021,堀与宫村,3349,6.8
2019,ラブホリック～魅惑の乙女と白濁カンケイ～ THE ANIMATION,5955,6.2
2018,哆啦A梦·大雄的喜马拉雅行进记,2882,6.8
2018,魔道祖师 前尘篇,3485,6.7
2018,黄金神威 小剧场 第二季,6420,6.0
2019,迷你刀使,4372,6.5
2019,狐妖小红娘 竹业篇,2403,7.0
2017,偶像大师 灰姑娘女孩剧场 第二季,3609,6.7
2017,剧场版 Free!-Timeless Medley- 约束,4630,6.5
2021,碧蓝航线：微速前行！,4386,6.6
2018,茜色少女,5685,6.3
2021,美少年侦探团,2578,7.0
2020,セクフレ幼馴染～処女と童貞は恥ずかしいってみんなが言うから～ THE ANIMATION,7753,5.2
2019,同居人时而在腿上、时而跑到脑袋上,3112,6.9
2020,魔王学院的不适任者～史上最强的魔王始祖，转生就读子孙们的学校～,5972,6.3
2020,被母亲的朋友看到了自己自慰的场景。,7339,5.5
2023,师兄啊师兄,2981,6.8
2019,冰雪奇缘2,5074,6.5
2020,恋途未卜,6445,6.0
2019,樱宫姐妹的NTR记录,8775,3.9
2016,斩首循环 蓝色学者与戏言跟班,3153,6.8
2021,辉夜大小姐想让我告白？～天才们的恋爱头脑战～ OVA,1825,7.2
2016,电影 光之美少女 All Stars 大家歌唱吧♪奇迹的魔法！,3607,6.7
2022,噬血狂袭 最终季,3966,6.7
2017,牙狼 VANISHING LINE,2359,7.0
2019,偶像大师 灰姑娘女孩剧场 高潮季,3836,6.7
2016,空战魔导士候补生的教官 OAD,8246,5.1
2018,IDOLiSH7-偶像星愿-,2204,7.1
2018,企鹅公路,913,7.5
2017,月野艺能事务所,6360,5.6
2023,米奇与达利,3589,6.7
2019,性活周间 THE ANIMATION,5465,6.4
2016,弹丸论破3 -The End of 希望之峰学园- 希望篇,7958,5.7
2018,ぱすてるらいふ,5220,6.3
2017,正确的KADO,8789,4.3
2017,那年那兔那些事儿 第四季,7677,5.6
2023,万事屋斋藤、到异世界,4185,6.7
2017,游子吟,2936,6.9
2022,我是川尻小玉～生活黑客的糜烂生活～,7334,5.8
2018,A.I.C.O.：化身,4597,6.6
2019,苍穹之法芙娜 THE BEYOND,1137,7.4
2021,VOY@GER,247,8.0
2016,装神少女小缠,6511,6.1
2019,武动乾坤,7104,5.6
2017,降灵记,5185,6.1
2021,无敌少侠,929,7.5
2017,New Glass the movie,1550,7.4
2020,映像研迷你动画,5342,5.9
2016,机动战士高达独角兽 RE:0096,2791,6.9
2018,第十三届东方M-1漫才大赛,1673,7.3
2018,数码宝贝大冒险 tri. 第六章「我们的未来」,8776,4.2
2018,巨乳ドスケベ学園,7744,5.5
2017,机动战士高达 暮光的阿克西斯 赤红残影,8257,5.2
2017,凹凸世界 第二季,5822,6.2
2018,FLCL Alternative,6118,6.2
2016,女生宿舍日常,4578,6.1
2016,妖精的尾巴 OAD,4165,6.5
2019,剧场版 高达G之复国运动 I 去吧！核心战机,1788,7.2
2018,超级龙珠英雄,8536,4.4
2020,Healin' Good ♥ 光之美少女,4757,6.4
2016,七大罪 圣战的预兆,5042,6.5
2018,斗罗大陆 第二季 精英赛,6927,5.9
2023,火凤燎原,1828,7.2
2020,养猫养狗每天很开心,3532,6.7
2017,剧场版 吹响！悠风号～想要传达的旋律～,190,8.1
2019,剧场版 Fate/stay night [天之杯] II.迷失之蝶,414,7.8
2020,玛露露库的日常,2642,7.0
2016,魔法少女育成计划,7536,5.8
2016,OVERLORD OAD,5829,6.3
2019,洗浴服务！～我和那家伙在女浴池！？～,6499,6.1
2019,生日乐园,8093,5.1
2022,身为女主角 讨厌的女主角与秘密的工作,6878,6.0
2016,损坏之物：璃沙,7088,5.9
2020,强袭魔女 通往柏林之路,1011,7.5
2022,异世界性爱社团,5698,6.3
2023,金之国 水之国,4964,6.3
2020,幻海奇情 第2期,4275,6.4
2020,京剧猫之脚踏实地,1769,7.3
2022,影实！,5146,6.4
2018,少女☆歌剧 Revue Starlight,282,7.9
2019,于是我就被叔叔给……,7559,5.6
2018,新妹魔王的契约者 DEPARTURES,7414,5.8
2017,我们的爱总是只有10厘米。,4256,6.6
2019,消灭都市,8521,4.9
2017,烟花,7120,6.0
2018,暮光幻影,8196,4.8
2020,异种族风俗娘评鉴指南,510,7.7
2017,时钟机关之星,8524,5.2
2017,冥刻學園 受胎編,6651,6.0
2017,えろゼミ ～エッチにヤルきにABC～ THE ANIMATION,7935,5.4
2016,秘密旅行,8659,4.1
2018,妖精的尾巴 最终季,4301,6.6
2022,例外,6085,5.9
2020,直到夏天结束,8352,5.0
2017,小马宝莉：友谊就是魔法 第七季,1102,7.5
2016,女娲成长日记,5430,5.9
2020,哥哥，早上起床之前都要抱紧我哦！,6891,6.0
2020,爱圣天使Love Mary ～恶性受胎～ THE ANIMATION,8721,4.1
2019,鸭子的天空,5974,6.2
2020,第一次的看家,7756,5.4
2020,OBSOLETE 后篇,7360,4.9
2019,拾又之国,8800,3.9
2016,食戟之灵 贰之皿,2221,7.1
2021,色情游戏能用来解决所有问题！ THE ANIMATION,3867,6.7
2018,请吃红小豆吧！,2915,6.9
2018,宇宙战舰大和号2202 爱的战士们 第五章「炼狱篇」,3533,6.5
2021,猎魔人：狼之噩梦,3350,6.7
2018,偶像大师 SideM 事出有因Mini!,6422,5.7
2019,多罗罗,4375,6.6
2017,文豪野犬 OAD,4665,6.5
2019,电影的阿松,2429,7.0
2021,Gift,4441,6.5
2018,萌妻食神,5686,6.3
2021,IDOLiSH7-偶像星愿- Third BEAT!,2635,6.9
2017,Urara迷路帖,3613,6.8
2019,小书痴的下克上：为了成为图书管理员而不择手段,3150,6.8
2023,青春笨蛋少年不做小学美少女的梦,2994,6.9
2020,吞噬星空,5984,6.1
2019,炎炎消防队,5083,6.5
2020,非枪人生 第2部分,6449,6.1
2016,蓝海少女,3171,6.8
2021,银魂 THE SEMI-FINAL,1827,7.2
2022,联盟空军航空魔法音乐队 光辉魔女,3987,6.7
2017,剑风传奇 次篇,2418,7.0
2016,なま LO Re THE ANIMATION,8254,5.0
2016,巴哈姆特之怒 GENESIS Short Story,3638,6.7
2018,0号宿舍,2248,7.1
2019,勇者斗恶龙 你的故事,3848,6.5
2019,没出息的阴阳师一家,5475,6.2
2017,舞动青春,1595,7.2
2018,ALICE or ALICE,7812,5.7
2019,涩谷保卫战,6590,6.1
2016,DAYS,7115,5.9
2022,最游记 RELOAD -ZEROIN-,5710,6.0
2019,妻子变美的理由,7598,5.6
2017,Fate/Grand Order×冰室之天地～最强伟人7人篇～,6410,6.1
2018,电影 中二病也要谈恋爱！ -Take On Me-,941,7.5
2023,Fate/Grand Order 藤丸立香想不明白～大忘年愉快会2023～,3590,6.6
2018,足球小将,5298,6.3
2017,魅力英雄,8814,1.9
2017,政宗君的复仇,7678,5.8
2016,全职法师,7962,5.3
2017,机动战士高达 雷霆宙域 第二季,2958,6.9
2022,杜鹃小闹剧！,7346,5.3
2023,这份恋情望你察觉,4290,6.6
2018,雪鹰领主,4598,6.1
2019,齐木楠雄的灾难 再始动篇,1213,7.4
2019,魔术学姐,7179,6.0
2021,NOMAD MEGALO BOX 2,275,7.9
2016,无彩限的怪灵世界,6517,6.2
2017,画江湖之换世门生,5187,6.1
2021,凡人修仙传 年番,951,7.5
2020,武动乾坤 第二季,5395,6.0
2016,高校舰队,2800,6.9
2018,剧场版 温泉屋的小老板娘,1705,7.2
2017,游戏王VRAINS,8266,5.3
2018,某僵尸少女的灾难,8791,3.8
2017,猫咪日常,5836,6.3
2016,PRETTY×CATION THE ANIMATION,4591,6.5
2019,哈莉·奎茵 第一季,1797,7.3
2016,影鳄 承,4194,6.6
2018,刀使的巫女,6158,6.2
2018,机动战士高达NT,8550,5.1
2018,エンコ―J●ビッチギャル オジサンとなまパコ性活,6972,5.8
2020,期待在地下城邂逅有错吗III,4771,6.6
2016,阿莉塔的试炼,5060,6.3
2023,咒术回战 第二季,1830,7.2
2020,小书痴的下克上 为了成为图书管理员而不择手段 外传,3544,6.7
2020,继 怪怪守护神,2655,7.0
2017,进击的巨人 第二季,212,8.0
2019,电影 Star☆Twinkle 光之美少女 满怀思念的星之歌,435,7.9
2016,Under The Dog,5863,6.3
2016,蝙蝠侠：致命玩笑,7551,5.3
2019,偷窥女友,8103,5.1
2023,MIX：明青故事 第二季 ～第二个夏天，迈向晴空～,4975,6.4
2020,剧场版 鬼灭之刃 无限列车篇,1792,7.2
2022,剧场版 弦音 -起始的一箭-,5197,6.1
2020,灰色：幻影扳机 观星者,4286,6.6
2017,剧场版 妖精的尾巴 龙泣,6652,5.9
2017,一求乳魂,7941,5.3
2022,夫妇以上，恋人未满。,6919,6.0
2020,风雨廊桥,1016,7.5
2018,续·终物语,305,7.9
2018,御庵物语,7428,4.8
2017,异世界食堂,4261,6.6
2019,镇魂街 北落师门篇,8529,5.0
2016,A Size,8679,4.4
2020,忍者收藏,8377,4.4
2020,宝石商人理查德的谜鉴定,6955,6.0
2020,白猫计划 零之纪元,8723,4.3
2020,実娘（あの子）の代わりに好きなだけ,7820,5.1
2021,工作细胞！！,3877,6.7
2018,姦染5-The Daybreak- ルートA絶望と悪夢の世界で,8207,5.0
2020,POKÉTOON动画系列,536,7.8
2017,第一次的辣妹,8535,5.2
2017,秦时明月之医者入世,7143,5.5
2022,花火酱总是迟到,6099,5.8
2018,全金属狂潮 One Night Stand,4308,6.5
2017,小林家的龙女仆,1107,7.4
2016,小桃小栗 Love Love物语,5435,6.4
2020,欢迎来到妖魔娼馆！,7365,5.7
2019,异世界超能魔术师,8815,4.1
2019,厨病激发BOY,6006,6.2
2018,宇宙战舰大和号2202 爱的战士们 第六章「回生篇」,2935,6.7
2016,牙狼〈GARO〉-DIVINE FLAME-,2249,7.1
2018,失落的歌谣,3558,6.8
2021,关于前辈很烦人的事,3398,6.8
2017,剧场版总集篇 OVERLORD 漆黑的英雄,4669,6.5
2021,魔法使的新娘 西之少年与青岚的骑士,4471,6.6
2018,女神异闻录5 Dark Sun…,6427,6.1
2018,欢迎光临千岁酱,5708,6.0
2019,骚动时节的少女们啊,2462,7.0
2019,迷你百合,4395,6.6
2017,宇宙战舰大和号2202 爱的战士们 第三章「纯爱篇」,3618,6.6
2016,侍灵演武：将星乱,8276,4.3
2019,偶像梦幻祭,7655,5.5
2023,长安三万里,4321,6.6
2019,宇宙战舰大和号2202 爱的战士们 第七章「新星篇」,3173,6.6
2020,虫笼的卡伽斯特尔,6018,6.2
2023,中国奇谭,3066,6.9
2021,伍六七之玄武国篇 下篇,2662,7.0
2019,一拳超人 第二季,5098,6.5
2020,悪の女幹部フルムーンナイトR,6461,6.0
2021,恶魔城 第四季,1932,7.2
2017,狂赌之渊,2421,7.0
2016,选择破坏者WIXOSS剧场版,3185,6.8
2016,田中君总是如此慵懒 特典,3658,6.7
2022,瓦尼塔斯的手记 第2部分,4024,6.6
2018,漫画女孩,2277,7.1
2019,LAIDBACKERS,5503,6.2
2019,Re：从零开始的异世界生活 冰结之绊,3897,6.7
2018,机器人少女NEO,7819,4.7
2019,为什么老师会在这里！？,6607,6.1
2017,血色苍穹,6436,5.5
2022,既然来了异世界就用色批技能来全力讴歌,5725,6.3
2016,水母食堂,7172,5.5
2017,幼女战记,1612,7.2
2023,茶啊二中,3668,6.6
2017,阿拉德：宿命之门,8816,3.3
2018,失忆融合WIXOSS,5305,6.4
2018,黄金神威,942,7.5
2017,拳皇命运,7695,5.3
2022,花园里的吸血鬼,7356,5.8
2016,少女们向荒野进发,7971,5.6
2017,阿松 第二季,2964,6.9
2018,守望先锋：星光闪耀,4624,6.4
2019,战姬绝唱SYMPHOGEAR XV,1216,7.4
2019,女子高中生,7191,5.9
2021,86 -不存在的战区- 第2部分,278,7.9
2017,LoveLive! Sunshine!! 第二季,5219,6.5
2020,游戏王SEVENS,5429,6.3
2021,SSSS.电光机王,984,7.5
2016,疾走王子 Alternative,6523,6.1
2016,伯纳德小姐说。,4596,6.6
2018,NEKOPARA OVA Extra 小猫之日的约定,6979,6.0
2019,全职高手之巅峰荣耀,8148,5.5
2018,魔卡少女樱 透明牌篇,1729,7.2
2018,神兵小将2,8820,1.8
2016,网球并不可笑嘛 7期,2830,6.9
2017,恋爱的白熊,5837,6.0
2019,玩具总动员4,1810,7.2
2017,冰海精灵之灯,8270,4.8
2016,喜欢上你的那个瞬间。～告白实行委员会～,4208,6.6
2018,末班车后、在胶囊旅馆里、向上司传递微热的夜晚,8581,4.8
2018,苍天之拳 REGENESIS 第二季,6161,5.6
2016,风之又三郎,5062,6.3
2020,请吃红小豆吧！ 第三季,3554,6.7
2020,ACCA13区监察课 Regards,2689,7.0
2019,在这世界(更多一些)的角落,470,7.8
2016,圆交少女~田径部悠希篇~,7555,5.6
2016,黑子的篮球 Winter Cup总集篇 ～朝着泪水的前方～,5864,6.0
2017,sin 七大罪,7950,5.6
2017,重启咲良田,263,7.9
2020,Re：从零开始的休息时间2,4776,6.5
2022,与成为异世界美少女的大叔一起,5210,6.5
2020,房间露营△,1857,7.2
2023,无职转生Ⅱ ～到了异世界就拿出真本事～,1833,7.2
2020,没出息的阴阳师一家 第二季,4344,6.3
2017,甲铁城的卡巴内利 总集篇 后篇 燃烧的生命,6656,5.9
2023,逆天邪神,4977,6.0
2020,Re：从零开始的异世界生活 第二季,1019,7.4
2018,苍天之拳 REGENESIS,7446,5.5
2022,剧场版 Free!-the Final Stroke- 后篇,6948,5.7
2018,妖精森林的小不点,314,7.9
2017,少年锦衣卫,4277,6.6
2016,机动战士高达 铁血的奥尔芬斯 第二季,8707,4.8
2020,シコやかなるときもハメるときも,7851,5.1
2018,巨乳J○がオジさんチ○ポとじゅぽじゅぽいやらしいセックスしてます。,8208,5.2
2020,number24,7386,4.9
2020,因为太怕痛就全点防御力了。,6483,6.2
2022,守望先锋2：雾子,5727,5.9
2020,邻家的安妮特,8420,4.9
2019,某科学的一方通行,8541,5.2
2020,奇幻☆怪盗,8731,4.4
2020,安雅与魔女,6969,5.3
2021,飞机杯教室 ～女生全员怀孕计划～,3885,6.7
2017,若菜ちゃんの初エッチ,7175,5.2
2020,马男波杰克6 下,541,7.9
2022,玛琳出航！！,6134,5.8
2017,转生剑奴的造人斗技场,8538,4.8
2018,剧场版 精灵宝可梦 大家的故事,4310,6.6
2017,银魂. 走光篇,1120,7.4
2019,超人高校生在异世界也可以活的风生水起！,8832,4.0
2016,虹色DAYS OAD,5454,5.8
2018,我想吃掉你的胰脏,2989,6.9
2019,明治东京恋伽,6029,6.1
2016,杀戮都市：O,2273,7.1
2017,最游记 RELOAD BLAST,4678,6.4
2018,RWBY Chibi Season 3,3642,6.6
2021,剧场版 Fate/Grand Order 神圣圆桌领域卡美洛 后篇 圣骑士银之臂,4490,6.6
2021,哇恰美妙魔法！,3407,6.6
2018,续「刀剑乱舞-花丸-」,5712,6.3
2018,汤摇庄的幽奈同学,6442,6.2
2019,斗破苍穹 第三季,4423,6.5
2019,鲁邦三世 峰不二子的谎言,2505,7.0
2016,龙心战纪,8286,4.6
2017,调教咖啡厅,3624,6.8
2023,D4DJ All Mix,4340,6.5
2019,天行九歌 第二部分,3217,6.7
2019,天华百剑 ～欢迎来到铭治馆！～,7659,5.2
2020,总之就是非常可爱,6069,6.3
2023,葬送的芙莉莲 ～●●的魔法～,3082,6.9
2021,非人哉 夏至篇,2698,6.9
2021,银魂 THE FINAL,1954,7.2
2019,忧郁的物怪庵 续,5122,6.4
2017,宇宙战舰大和号2202 爱的战士们 第一章「嚆矢篇」,2478,7.0
2016,剑风传奇,3206,6.8
2022,汉化日记 第三季,4136,6.6
2016,亚人 OAD,3666,6.7
2019,CHRONICLE「宇宙」预告篇 动画映像,5511,6.1
2018,魔法少女网站,7839,5.7
2019,西行纪之集结篇,3909,6.4
2018,全金属狂潮 Invisible Victory,2291,7.1
